
X,Y,Z,,Scale
-61.11355,3.5,85.5233459,,9.230728
-54.35633,3.5,66.28175,,7.80540228
-68.9278946,3.5,-64.93078,,8.187124
-43.0511246,3.5,58.5024529,,8.457522
-4.072609,3.5,73.04444,,7.981393
26.569,3.5,48.4841957,,9.335526
46.7540474,3.5,-95.745,,7.345857
55.3574333,3.5,-8.883354,,7.248353
-25.72593,3.5,-13.3652878,,8.870894
4.62912,3.5,-2.89722443,,9.304401
81.48349,3.5,37.6124573,,9.259066
-97.35079,3.5,13.4094009,,8.17539
24.5506134,3.5,-17.2669144,,9.762388
-95.4429855,3.5,79.56937,,8.583396
65.34297,3.5,-89.01562,,7.268519
55.9292068,3.5,-19.3769913,,7.500218
19.1934433,3.5,88.649704,,8.782942
94.3823547,3.5,98.42305,,8.568558
-12.2207489,3.5,-49.91793,,8.915382
86.67883,3.5,-58.25242,,8.378888
-93.77276,3.5,-57.2662125,,7.075716
1.91401672,3.5,-38.1613235,,8.302872
-7.78222656,3.5,-28.3394547,,7.016073
62.1550331,3.5,-54.3590622,,7.91343641
5.909935,3.5,-69.7566147,,8.268972
86.8651,3.5,-16.00689,,9.000433
28.08039,3.5,-39.5039,,7.802945
-0.424514771,3.5,-86.20652,,7.434767
53.7164459,3.5,6.634224,,7.72812176
49.54753,3.5,95.7611,,9.675662
-20.6656723,3.5,26.0331268,,9.174093
-56.0121841,3.5,44.13817,,8.935962
0.327148438,3.5,-56.9634323,,9.950298
32.4950867,3.5,-98.39651,,7.42054749
-46.6548538,3.5,90.7008362,,8.334023
-69.5687943,3.5,-4.86442566,,9.949204
89.03628,3.5,57.7106171,,9.418949
-56.0669174,3.5,-86.21874,,9.857527
-35.70095,3.5,77.5677643,,8.742652
-80.8639,3.5,-95.90501,,9.530202
3.07993317,3.5,-17.652359,,8.157404
-47.6229172,3.5,-97.61585,,7.99273539
39.4657135,3.5,-34.520668,,8.168508
63.63225,3.5,53.12869,,8.955632
36.82966,3.5,60.5360947,,7.68993664
-84.65075,3.5,89.61473,,9.473615
19.8314362,3.5,34.5731735,,7.217574
-6.668648,3.5,38.580246,,9.357223
92.24841,3.5,-3.33110046,,9.891456
95.21649,3.5,-86.0256,,7.87622261
74.51274,3.5,5.440117,,8.763381
-47.79151,3.5,20.7281265,,9.83338
-19.40876,3.5,85.84406,,8.06172
-36.82424,3.5,-95.9258652,,7.7855463
-55.36126,3.5,-33.6115341,,7.316535
46.34075,3.5,76.82775,,8.492697
-96.5136,3.5,36.70098,,9.963327
-47.9225845,3.5,7.446724,,8.511961
-91.98138,3.5,-74.2291946,,7.30708551
-33.8826675,3.5,-72.78147,,9.261877
-96.85194,3.5,54.7063255,,7.478243
82.45592,3.5,19.1730042,,8.012643
15.4340591,3.5,47.2598228,,8.970906
14.6476822,3.5,23.0619736,,9.45623
40.1482849,3.5,-81.67501,,8.623007
73.50087,3.5,-50.1639175,,8.458725
-66.31104,3.5,-82.19726,,7.582751
14.6206055,3.5,-87.97675,,8.06392
-63.3085556,3.5,56.04438,,8.45611
26.6319733,3.5,-6.58706665,,9.452066
76.6379547,3.5,-74.46015,,8.561081
28.5686722,3.5,79.95186,,7.676359
48.92049,3.5,-60.8225174,,9.410898
94.9876251,3.5,-32.9792862,,9.725188
-56.6301041,3.5,-59.7858353,,8.869359
-96.03867,3.5,-40.6281662,,9.561554
9.059303,3.5,67.26224,,8.64996
-35.40708,3.5,-44.2755661,,9.48461
-20.4489365,3.5,4.409317,,8.172865
-50.75953,3.5,-74.47437,,7.10548735
78.3932953,3.5,-85.18571,,9.894639
87.85553,3.5,82.28047,,7.829459
-73.8533859,3.5,75.05468,,8.330568
-62.19062,3.5,-43.9616623,,7.66686249
-0.5143738,3.5,55.213562,,8.669703
-51.2552261,3.5,-49.5798874,,9.19588
-60.5049362,3.5,-21.839798,,9.203649
-44.5073166,3.5,-18.3591232,,9.021366
19.340477,3.5,98.70686,,9.32343
59.0372772,3.5,-34.36474,,7.11864138
-0.0145645142,3.5,83.48178,,8.705286
-57.3550339,3.5,-8.018753,,8.481644
21.7209473,3.5,-69.2734146,,9.906504
-18.59797,3.5,-83.76644,,7.848983
29.7123184,3.5,4.86743927,,9.20269
96.71288,3.5,39.9962349,,8.326019
-85.30564,3.5,78.18688,,8.697288
-22.392189,3.5,-51.07937,,9.23453
78.95413,3.5,-28.5649033,,9.45141
-67.52871,3.5,13.3114395,,9.036734
2.08545685,3.5,18.9612885,,9.353669
6.71287537,3.5,34.7025375,,8.47939
-12.975441,3.5,57.30631,,7.92141247
78.38745,3.5,70.12698,,7.506926
-77.0036545,3.5,56.9943161,,8.481343
-31.4229965,3.5,95.64205,,7.388747
55.8077774,3.5,85.06554,,8.7754
39.8235321,3.5,34.98191,,8.659996
-27.5323257,3.5,38.89236,,9.687679
-33.9935074,3.5,8.946663,,8.468475
-74.19956,3.5,89.98535,,8.83797
13.0922623,3.5,8.458092,,8.086903
-30.0230637,3.5,65.4098053,,8.222176
65.8422241,3.5,73.53566,,8.947563
57.57646,3.5,40.8623848,,7.14322567
45.48163,3.5,15.54142,,7.91568565
19.3343048,3.5,63.96763,,7.814866
-83.3922043,3.5,16.4528656,,8.064974
56.84561,3.5,-97.70475,,8.771508
-61.5940781,3.5,99.53699,,7.374159
-10.9412994,3.5,-97.38622,,7.523896
96.16177,3.5,7.377846,,9.144257
63.7469063,3.5,-73.1348343,,8.199666
-18.94976,3.5,-67.19993,,9.659561
27.7885666,3.5,15.4067383,,8.03266048
-9.951485,3.5,-39.6236649,,7.959276
-70.16633,3.5,43.526474,,8.520041
-19.4846268,3.5,74.7051239,,9.978179
-93.88973,3.5,-95.3070755,,8.945919
40.28501,3.5,-71.05265,,8.556231
-81.42478,3.5,-63.5784531,,7.032647
-12.8369141,3.5,-6.95463562,,8.182749
15.1945953,3.5,77.81024,,7.976413
37.3290558,3.5,-51.51969,,7.532262
16.9052353,3.5,-42.6016464,,7.572244
-84.16012,3.5,-25.7018051,,9.186756
-93.10992,3.5,67.75636,,9.556071
-47.1438522,3.5,80.0425,,8.418022
46.9003448,3.5,58.87486,,8.456722
-9.426819,3.5,91.12285,,9.367378
2.50668335,3.5,96.99617,,9.375353
91.73576,3.5,-71.3883743,,8.32827
89.98218,3.5,-43.34707,,7.36645
-52.0968552,3.5,32.4719849,,7.487818
81.6969147,3.5,-95.93122,,7.716961
-28.4744644,3.5,-30.2981339,,9.809767
36.8711166,3.5,-12.1190033,,8.239225
42.7551727,3.5,48.4032555,,7.192619
-94.42034,3.5,-21.3895416,,8.310455
-92.37672,3.5,99.72598,,8.929897
-65.0328,3.5,-97.65075,,7.8555
-77.25805,3.5,-49.3030319,,7.82068968
97.5991058,3.5,22.7670441,,8.754466
76.89538,3.5,99.44539,,8.134502
-69.01034,3.5,-30.5294876,,8.819396
-82.6516953,3.5,41.60227,,7.33768129
68.84303,3.5,30.8145218,,9.630024
