
X,Y,Z,,Scale
-19.73243,3.5,-77.9598,,8.832324
7.57682037,3.5,-95.45425,,9.948985
-76.340065,3.5,25.2867355,,8.2050705
-84.0145,3.5,87.87923,,8.230165
-91.2481461,3.5,-56.20292,,7.37410069
-30.1292343,3.5,78.53379,,7.17142439
-11.26841,3.5,54.94618,,7.26929855
95.713295,3.5,42.22371,,9.79095
-63.257576,3.5,34.61506,,7.64929628
13.3413239,3.5,-5.511902,,7.65847254
30.4174652,3.5,9.595375,,8.764443
76.2791443,3.5,-23.0628815,,8.991358
-66.2024155,3.5,-82.17777,,8.60207748
-25.7258224,3.5,65.37099,,7.00742149
-81.29705,3.5,64.0778351,,9.14555
-63.9852829,3.5,-0.116714478,,8.918868
-53.09562,3.5,-6.98456573,,7.548575
51.8160553,3.5,-73.4473648,,7.55858
42.765976,3.5,-50.2204666,,7.52807474
-15.1494522,3.5,9.685806,,7.93091249
56.585743,3.5,95.01283,,9.243995
66.96323,3.5,72.93637,,7.00287
81.00183,3.5,-83.58219,,7.96354151
4.780449,3.5,18.1213684,,7.44677162
24.5308762,3.5,23.6717,,8.695811
54.9351234,3.5,-7.61465454,,7.81272459
-54.5586777,3.5,-47.5387039,,8.697866
-95.73176,3.5,94.95582,,9.324408
-67.13584,3.5,72.33925,,9.35424
-10.5981979,3.5,-45.57319,,7.174681
-31.36132,3.5,-71.0210342,,9.405089
39.0892258,3.5,65.92627,,8.156741
52.6649742,3.5,84.06825,,7.023796
-87.96635,3.5,30.754631,,9.349986
-42.87394,3.5,25.4381561,,9.346642
-10.2478867,3.5,-62.3463974,,8.552261
31.0675125,3.5,-27.1757278,,7.65789127
-36.7130356,3.5,59.68198,,8.189642
-83.4834061,3.5,-5.357811,,9.700599
20.99398,3.5,45.9481621,,7.13468
-16.1362076,3.5,96.79599,,8.129329
32.3807068,3.5,-82.04058,,7.150366
75.1906,3.5,87.14967,,7.68503332
65.62576,3.5,35.24975,,8.5048
-34.632988,3.5,-1.94858551,,7.86284971
46.0375061,3.5,18.07151,,9.411505
-25.6536789,3.5,-37.2132034,,8.71709
-93.19207,3.5,-67.41834,,9.44272
-85.54574,3.5,75.08981,,8.674608
38.6223068,3.5,-64.57812,,9.861212
91.40463,3.5,27.7703247,,8.355265
3.37220764,3.5,-50.77671,,8.914978
-14.88942,3.5,-13.3449478,,8.476664
28.6109848,3.5,-13.4982224,,7.127141
46.32435,3.5,99.6825256,,9.609581
-34.7721176,3.5,-47.9607773,,9.885562
25.4056473,3.5,-3.38028717,,8.679286
84.3119659,3.5,47.7145348,,8.35218048
95.304924,3.5,-21.6762238,,9.723946
66.18704,3.5,57.92188,,9.211205
58.5656128,3.5,-35.7766037,,9.447082
-51.18389,3.5,-35.2710648,,7.59695959
-7.0813446,3.5,-1.59038544,,8.692831
16.5776367,3.5,12.9670868,,8.555637
14.2755356,3.5,83.86348,,7.236578
-55.0996628,3.5,-24.9702148,,9.144519
-50.4910355,3.5,-97.48684,,7.103567
20.4126587,3.5,35.5941925,,7.61766338
11.82682,3.5,71.90976,,8.628458
-4.2884903,3.5,-24.6890259,,8.038759
-59.13302,3.5,15.4372559,,9.89791
-42.6663132,3.5,90.49725,,7.5621376
5.78421,3.5,-64.3662949,,7.256748
20.789566,3.5,-75.24801,,7.75962
78.9654,3.5,70.6662445,,8.826245
-56.2232132,3.5,-62.9083176,,7.70034075
-27.15525,3.5,48.828186,,8.205546
-98.86472,3.5,61.2715645,,8.152225
-6.750313,3.5,-89.86733,,7.140907
96.58742,3.5,-32.3211136,,7.39725447
-73.5702438,3.5,11.1222305,,7.582036
-23.876503,3.5,-98.94375,,7.12233353
85.4118042,3.5,-52.6185379,,9.309111
-79.8807,3.5,-54.264595,,8.815202
65.16464,3.5,21.7146072,,7.87038469
64.51628,3.5,-58.9695053,,9.144091
-14.5070877,3.5,-25.2652969,,8.847204
