
X,Y,Z,,Scale
-83.10784,3.5,78.10242,,9.36809
4.110779,3.5,50.9219055,,8.613676
-76.3931351,3.5,93.0722961,,9.466777
98.43891,3.5,-6.35173035,,9.047306
54.8974037,3.5,73.09825,,9.345788
-0.2120285,3.5,-80.28451,,8.030197
-77.03086,3.5,-19.6303787,,9.667601
-27.16642,3.5,7.171257,,9.88929
46.46766,3.5,19.7248077,,9.894114
-69.57632,3.5,-7.127136,,7.08243465
-10.9419861,3.5,34.8973,,8.366594
87.9613342,3.5,48.953743,,7.527352
69.36493,3.5,79.46213,,9.342779
12.9805527,3.5,-12.5115051,,7.84151268
-54.5763626,3.5,-30.7010117,,7.9371767
13.8065109,3.5,-41.3326035,,8.995858
-51.7517929,3.5,5.934578,,9.940289
-20.9779587,3.5,78.17857,,8.510616
76.4198761,3.5,61.6467438,,8.208651
63.2798958,3.5,99.7430038,,9.714944
92.11436,3.5,-18.0013885,,7.13679457
-94.0962143,3.5,77.08088,,9.254256
15.9791336,3.5,16.386734,,9.9448
14.7011642,3.5,1.86286926,,8.349201
-80.61927,3.5,4.117737,,9.635531
40.55287,3.5,-30.6374283,,7.97321939
36.2338028,3.5,13.7159424,,8.812082
66.14743,3.5,-0.746124268,,9.792489
70.9301453,3.5,15.1930618,,9.712991
-14.0534515,3.5,60.8704529,,7.719676
26.37587,3.5,-2.358696,,9.593842
-32.267952,3.5,-9.635315,,8.360243
15.6527023,3.5,-88.6301041,,7.278991
-10.3718872,3.5,22.9961166,,9.90397549
-42.81733,3.5,-53.31817,,7.431471
-58.94628,3.5,18.5984268,,8.384106
-31.504097,3.5,-55.22825,,7.009493
-96.96804,3.5,-41.6975479,,9.740391
-89.79398,3.5,42.81418,,8.148852
85.5202942,3.5,16.91674,,7.374506
-98.76968,3.5,13.3349915,,8.848966
-22.8297958,3.5,-28.21154,,8.364574
8.011307,3.5,73.45333,,7.681077
63.0359344,3.5,-10.9334641,,7.639291
9.010803,3.5,-59.9241562,,9.45091152
-94.79861,3.5,-86.12205,,8.988944
-58.15403,3.5,76.17972,,8.22569
-94.4880447,3.5,-54.84713,,7.61346769
-33.5886765,3.5,83.00778,,8.99295
-51.2275467,3.5,41.0343628,,8.308048
72.4062958,3.5,-80.49799,,7.116492
-97.21635,3.5,-11.1185,,7.000806
46.8484344,3.5,37.3853378,,7.19379425
51.1754,3.5,-21.785759,,9.720919
70.56627,3.5,-58.20101,,9.178885
2.17639923,3.5,34.09617,,8.209406
-30.2975082,3.5,98.3367,,8.762095
-12.3506165,3.5,-50.155098,,8.845188
-17.0664215,3.5,-13.0573654,,8.369349
80.4891357,3.5,75.364006,,9.049051
28.6571045,3.5,-74.8722458,,7.33051157
92.9614258,3.5,-77.7474,,9.589724
-22.0429764,3.5,-82.4465561,,7.57428169
54.0699272,3.5,60.2196655,,8.936272
12.3448334,3.5,85.31499,,7.120389
30.0477448,3.5,-22.4533539,,9.518862
-7.696663,3.5,-38.29136,,9.878791
-74.53985,3.5,24.3278656,,9.321919
98.72704,3.5,-55.154686,,9.736903
45.8673248,3.5,2.7004776,,7.65886354
56.4663849,3.5,6.945053,,9.227603
16.4086685,3.5,-27.3876572,,9.16115
-44.23139,3.5,94.5988159,,7.092064
-65.8496,3.5,-48.0069656,,7.189554
10.38427,3.5,-75.02853,,8.702157
-6.76399231,3.5,-24.9286423,,8.469709
79.18837,3.5,-38.3902054,,7.937829
64.97214,3.5,-45.4543381,,8.87223148
-48.999855,3.5,-15.0542221,,7.77650928
-98.27117,3.5,94.01665,,9.275554
-61.548378,3.5,-98.00709,,7.5404644
-29.1132584,3.5,52.46524,,8.693901
32.6779175,3.5,99.45674,,8.741594
39.399025,3.5,-63.7071457,,7.7127285
-41.0301132,3.5,-42.68154,,7.008459
49.6653061,3.5,-81.39243,,7.32127857
93.1351,3.5,38.5269852,,7.049203
-33.2452164,3.5,20.1125641,,9.647198
22.4819565,3.5,37.3679733,,8.833879
-79.61349,3.5,-90.0877762,,9.21878
-11.40126,3.5,-83.40496,,9.726297
