
X,Y,Z,,Scale
72.99454,3.5,-33.72692,,9.713074
-31.9639664,3.5,-78.47231,,7.531962
-9.549583,3.5,36.6381531,,8.036856
-7.59011841,3.5,3.49045563,,8.893093
18.5172653,3.5,57.393116,,7.390275
60.3010635,3.5,18.7372971,,7.200423
2.579483,3.5,-98.82711,,9.416881
-78.4205551,3.5,93.54558,,9.628416
18.3758621,3.5,74.21104,,8.328483
-71.48702,3.5,-98.1386948,,7.930044
55.84567,3.5,5.227646,,9.15128
7.55266571,3.5,-47.6052475,,7.191978
50.35114,3.5,77.31984,,8.171085
34.8336945,3.5,94.66158,,9.832255
-88.5198,3.5,-88.19364,,8.328907
85.28909,3.5,83.57837,,9.891876
-99.8846054,3.5,-94.76443,,8.535345
-10.7182846,3.5,-74.4562,,8.790171
-23.89199,3.5,-43.3532028,,8.620421
95.4332657,3.5,-44.7021866,,8.945881
17.329071,3.5,89.4339142,,8.47562
-58.4563828,3.5,-54.4579544,,9.135057
-62.4727249,3.5,77.94678,,9.936344
40.12439,3.5,80.8414,,9.775901
-56.5602646,3.5,24.546875,,7.77946234
-45.37496,3.5,-59.3545761,,7.556011
-23.7004623,3.5,88.6015549,,9.135967
85.9066238,3.5,-10.2698441,,8.741886
23.9718857,3.5,8.274727,,9.541701
-18.8811569,3.5,22.1234436,,9.1659
-78.64222,3.5,31.7337723,,7.01321459
-37.0875473,3.5,27.153,,9.933521
53.1555138,3.5,58.84034,,7.16306353
26.48494,3.5,47.5428734,,9.516113
-28.4721756,3.5,63.60876,,8.640196
42.1316223,3.5,-51.23339,,8.704021
-73.3719254,3.5,49.9886436,,9.63663
-3.93563843,3.5,90.5029755,,8.562805
-34.76876,3.5,-98.2521439,,8.434355
89.60991,3.5,2.09983063,,9.257516
-81.14129,3.5,-67.28126,,9.808953
-98.60288,3.5,-78.422905,,9.310251
26.6922913,3.5,-33.9822159,,8.481103
-36.79699,3.5,93.9572144,,8.642114
10.2016678,3.5,23.2653732,,7.2316885
72.17297,3.5,-81.68183,,9.6170435
60.9079857,3.5,47.04852,,9.738539
-17.4131546,3.5,76.21796,,7.654308
7.459297,3.5,6.646599,,8.295833
-62.2650528,3.5,-26.8030624,,9.506379
64.94252,3.5,-3.8848114,,9.20426
-0.5936279,3.5,-37.2742081,,7.69732571
43.10315,3.5,-69.48748,,8.582052
41.1767044,3.5,59.8525658,,7.30243
-44.4778671,3.5,10.7299423,,7.652459
89.65573,3.5,72.875206,,7.54952526
83.62735,3.5,-94.1749954,,9.609396
77.28314,3.5,23.04583,,8.350876
-92.1882248,3.5,-20.6197433,,7.291616
65.49222,3.5,-46.4965134,,8.01889
17.1223145,3.5,37.8693047,,7.34967947
84.6391144,3.5,99.77083,,8.792483
-83.0609055,3.5,1.48426056,,7.954722
-58.19114,3.5,55.48658,,7.827698
19.4838181,3.5,-19.3946075,,9.200125
-59.8229752,3.5,-67.0546341,,9.313193
47.0199547,3.5,31.2730255,,7.77654934
-6.21453857,3.5,73.99893,,7.68367672
-25.14544,3.5,2.93234253,,7.74982166
45.4031219,3.5,-6.019577,,7.791014
80.16572,3.5,-65.02088,,8.25849
-57.2926865,3.5,-91.8403244,,8.626688
84.55098,3.5,-50.53089,,7.774828
24.7252426,3.5,-4.89771271,,8.827917
49.30906,3.5,97.78438,,8.162136
48.3502121,3.5,-18.7251968,,8.423692
81.22766,3.5,56.1897964,,9.966681
-4.72623444,3.5,48.31151,,9.26312
18.67952,3.5,-87.37014,,8.072031
-17.2519836,3.5,-94.33459,,7.4239974
6.310379,3.5,56.72249,,7.86974669
-41.9477,3.5,-84.13319,,9.692357
-31.7176285,3.5,74.28195,,8.153864
79.71239,3.5,42.27978,,7.63929
-85.8367538,3.5,14.05336,,9.998535
-4.68538666,3.5,-16.4274445,,7.805493
-42.0726852,3.5,-17.50563,,8.51424
