
X,Y,Z,,Scale
73.93028,3.5,76.9112549,,9.239585
-13.4459381,3.5,58.9339676,,7.21659946
-80.97411,3.5,83.10489,,9.642565
44.78409,3.5,35.45803,,7.117585
-2.05467224,3.5,-32.2445145,,7.910651
-54.37838,3.5,7.83597565,,9.933949
6.15419,3.5,-88.82224,,8.159508
14.3714294,3.5,88.7858,,9.701621
98.4239349,3.5,-44.8233261,,9.210484
7.264839,3.5,-54.98655,,7.026058
72.82927,3.5,-18.3528137,,8.78397751
-1.67797089,3.5,-79.2564,,7.030851
-28.62133,3.5,-19.676445,,9.582153
23.5188446,3.5,-10.9225006,,8.28747
19.0337067,3.5,-94.70597,,9.561093
-64.10006,3.5,-37.2172623,,9.12117
-12.0520859,3.5,33.9849167,,9.402014
74.4975739,3.5,22.4695358,,8.06105
99.76657,3.5,79.39084,,9.468917
20.1969986,3.5,67.5007,,9.156109
94.66937,3.5,-92.2922745,,7.58539724
-91.8453,3.5,-15.708847,,9.018507
-97.12484,3.5,-39.37182,,8.245757
50.82419,3.5,-32.40267,,9.087472
-26.833519,3.5,-92.4438553,,7.137697
-48.38311,3.5,29.7917328,,9.174215
-84.11416,3.5,-94.46644,,8.770469
57.2576,3.5,70.08803,,7.47602272
31.8939133,3.5,56.5050774,,8.975194
16.5009155,3.5,-20.81868,,8.895273
-7.896332,3.5,91.30693,,7.16990137
62.5109,3.5,-16.4986115,,9.652881
94.21976,3.5,58.13636,,7.63344765
-38.9069138,3.5,-76.76096,,8.773752
8.342567,3.5,-99.2646255,,9.662667
-80.172905,3.5,-28.9047928,,9.254967
62.70373,3.5,-45.1965256,,9.122704
-69.85323,3.5,39.96815,,7.1546793
-96.69108,3.5,3.71442413,,7.62243843
47.1034,3.5,-63.70942,,7.521996
71.19899,3.5,-0.895492554,,8.258175
67.66844,3.5,-82.860054,,9.085477
-91.99479,3.5,60.7970428,,7.87166166
-8.985451,3.5,76.18398,,8.9652195
-14.32444,3.5,-43.05027,,9.303506
-65.17971,3.5,-84.90505,,9.654276
26.2300644,3.5,86.42375,,7.6117363
-49.2389,3.5,91.9041,,8.50094
44.3225327,3.5,70.32268,,9.744802
13.7231522,3.5,-68.87495,,7.65734148
-63.44677,3.5,-48.5331039,,8.93479
-45.2307053,3.5,-65.16268,,7.01435947
-7.49595642,3.5,-60.8263168,,9.072631
80.4638,3.5,65.94197,,9.234169
3.99879456,3.5,40.00901,,9.426191
-43.7676163,3.5,55.0728073,,8.336714
-71.770546,3.5,26.6516876,,8.819137
-24.194725,3.5,36.4551468,,7.59607649
20.1103134,3.5,-45.5618057,,9.376342
-72.64808,3.5,-19.2868652,,8.716348
35.63127,3.5,-62.0566025,,8.662391
93.2641449,3.5,99.53287,,8.724383
-96.49445,3.5,48.23257,,9.973533
30.4687958,3.5,-83.808876,,9.884864
-38.30938,3.5,44.5680275,,8.919537
-98.35192,3.5,35.34939,,8.417226
-85.47648,3.5,23.3902283,,9.330146
58.5324554,3.5,44.55542,,9.603613
-32.8931656,3.5,0.494087219,,9.933782
-65.42591,3.5,50.0390434,,9.750189
80.64234,3.5,-84.26032,,9.82284451
-98.46955,3.5,98.2007446,,7.936281
-76.30468,3.5,59.2878571,,8.017926
10.2944336,3.5,51.5619736,,8.402798
23.5773468,3.5,-33.8003464,,9.725018
41.8491821,3.5,-96.71368,,7.848435
93.2685,3.5,-72.639595,,7.17189169
84.70761,3.5,41.3755836,,9.299467
24.25605,3.5,5.175911,,7.27830029
-22.5190353,3.5,24.07058,,8.756367
-35.4627,3.5,15.1300812,,7.122234
52.48618,3.5,-44.200325,,9.106211
-81.46247,3.5,-49.3224869,,9.053931
-80.46865,3.5,-9.224617,,8.395908
76.31261,3.5,88.8343048,,9.154794
-60.8454056,3.5,82.87155,,7.794268
18.7060547,3.5,21.1327438,,8.926636
37.8950348,3.5,-32.1391525,,9.012623
-36.6553574,3.5,65.0283356,,8.722413
40.8992,3.5,3.60238647,,7.86479425
48.7341881,3.5,51.7106934,,9.460868
-7.781067,3.5,16.24862,,7.098753
50.2557259,3.5,-18.723671,,8.355456
86.19976,3.5,-49.17965,,8.09113
-81.61074,3.5,-73.9509659,,8.078018
81.35286,3.5,-72.5149,,7.40538263
12.4993286,3.5,-35.2672043,,7.242301
-75.31382,3.5,97.58304,,9.829964
-39.1633835,3.5,-23.0805283,,8.599813
-20.2769241,3.5,-75.27746,,7.58508253
-40.5797043,3.5,-46.5877762,,8.022524
-94.54655,3.5,-74.62592,,8.931949
-11.0634,3.5,-91.99935,,7.948798
85.97038,3.5,19.4168472,,7.938911
-44.35314,3.5,-8.618416,,8.362141
91.34481,3.5,-18.3662033,,7.95742464
84.10298,3.5,-5.942787,,7.43182564
61.3296242,3.5,-95.27674,,9.798061
-53.71673,3.5,45.60308,,9.405394
19.7770767,3.5,40.2686,,7.67022228
50.1954041,3.5,-83.26629,,9.81456852
12.599411,3.5,2.57654572,,7.78695154
-81.14399,3.5,4.98407745,,9.52346
-94.79919,3.5,-88.70373,,7.52509165
33.68315,3.5,27.5120468,,9.667987
59.8087578,3.5,28.1331253,,9.126632
-69.12614,3.5,70.6000061,,9.430954
-70.30279,3.5,-8.751663,,7.20339155
76.76449,3.5,9.386597,,8.220745
62.2775726,3.5,-29.4038467,,7.179488
78.21507,3.5,-35.3684921,,7.2864213
35.6484833,3.5,-42.586174,,7.986565
81.92638,3.5,-97.3970261,,7.78689432
32.8965,3.5,96.247345,,8.926982
-1.940094,3.5,58.74819,,9.23125
-92.06539,3.5,72.58827,,7.0079546
-91.69927,3.5,-56.42324,,9.64705
49.9970169,3.5,14.5069885,,9.091911
-53.305397,3.5,-54.0512161,,7.287477
-47.4810867,3.5,-33.9121475,,8.188589
17.7743378,3.5,-56.8166275,,8.079927
