
X,Y,Z,,Scale
8.715523,3.5,87.93692,,9.253824
26.6791077,3.5,35.1997757,,7.06060553
-33.36814,3.5,-41.6295547,,8.12133
93.2886047,3.5,34.0262833,,7.919467
-5.898247,3.5,-52.99546,,7.261867
6.010376,3.5,-22.3030014,,7.58776569
-16.7004013,3.5,11.3411484,,9.881797
-4.62516,3.5,31.4778061,,7.38048458
97.95054,3.5,3.24159241,,9.362607
41.97547,3.5,-18.89016,,8.42428
-67.9931259,3.5,35.5636749,,9.808832
-67.96139,3.5,-11.3593979,,8.963425
7.326187,3.5,-43.3552322,,7.218401
-81.87704,3.5,-52.37507,,9.738296
-11.0401459,3.5,-6.30742645,,8.25621
-45.05819,3.5,-89.2445,,8.741594
-4.472313,3.5,50.5526428,,7.178788
-91.7044449,3.5,-99.1800461,,8.435888
-1.76191711,3.5,16.17559,,7.083026
-85.22819,3.5,-87.69697,,8.990354
25.36879,3.5,51.75511,,9.395557
-16.4815445,3.5,77.91876,,9.281143
-36.4369125,3.5,87.40837,,7.1433897
-27.1871872,3.5,8.130608,,7.702882
-21.43293,3.5,21.63604,,7.36292553
-41.59704,3.5,5.59877,,8.283085
-32.01342,3.5,-71.5546646,,8.823275
81.6232452,3.5,11.5452423,,9.609176
-15.055481,3.5,58.58106,,7.05241776
-70.61306,3.5,60.15622,,7.748402
46.57926,3.5,-82.7201157,,7.9735837
-55.44805,3.5,-90.7908554,,9.259942
-2.96498871,3.5,70.72978,,9.553722
99.50428,3.5,-36.7613,,9.006941
-55.8740158,3.5,82.5091858,,9.458528
-99.48667,3.5,-89.01542,,8.927042
-87.2945,3.5,-13.644165,,7.57955551
31.1278381,3.5,-27.7698746,,7.82011032
15.1039734,3.5,40.939373,,9.469772
-82.6610641,3.5,77.36006,,7.16541958
-62.6756668,3.5,-47.2077866,,8.137026
63.2086029,3.5,-55.62121,,8.493181
-72.34603,3.5,89.08682,,7.100605
-34.5481949,3.5,26.3304672,,8.230111
23.7034,3.5,-95.76333,,7.992329
79.27663,3.5,-24.07267,,8.228675
82.9339,3.5,-78.025795,,8.17285
27.4967422,3.5,-57.3821335,,7.815372
-45.6636734,3.5,53.13491,,9.376252
