
X,Y,Z,,Scale
71.70581,3.5,40.4988022,,9.3198
89.641,3.5,-23.67817,,7.595494
14.2954254,3.5,65.28859,,9.956012
74.88696,3.5,-74.21279,,8.799462
-7.986107,3.5,75.77998,,9.686515
15.0534058,3.5,82.46446,,7.24997854
63.8894539,3.5,50.5348625,,7.27688932
50.859024,3.5,19.4489288,,7.69438457
57.6752663,3.5,-6.802925,,8.224688
-75.76063,3.5,-71.97736,,7.09664059
-7.713997,3.5,-4.615898,,9.817864
23.1874313,3.5,36.5796738,,8.307213
-96.33819,3.5,15.6281586,,7.067999
4.48049927,3.5,-68.8212051,,8.813663
92.8298645,3.5,-40.53228,,8.321405
-75.76957,3.5,20.26358,,7.51797676
-70.09687,3.5,96.9833755,,9.979012
-70.74883,3.5,-97.24792,,7.241373
44.0492554,3.5,-51.3698654,,7.300248
-79.6968155,3.5,69.09425,,9.829251
38.84706,3.5,1.06690216,,7.750543
-86.6700058,3.5,-8.207855,,7.14965439
-6.50056458,3.5,-75.34246,,8.860819
-63.45147,3.5,68.2883759,,7.3169384
39.0343933,3.5,-9.481857,,8.323616
-29.8580246,3.5,-67.94453,,9.279999
-33.91729,3.5,89.51735,,9.217326
95.50265,3.5,-83.5788345,,9.41476
8.285233,3.5,-44.9076157,,8.336672
-35.4189377,3.5,21.3146286,,9.828536
13.1495209,3.5,15.0502472,,8.100228
61.5398369,3.5,70.3770142,,7.743746
94.24075,3.5,65.4675751,,7.770515
99.95533,3.5,30.2696457,,7.676802
69.62938,3.5,-51.7813644,,8.351854
-77.07865,3.5,42.5126038,,7.594103
54.8613777,3.5,-61.77845,,9.869998
50.4960976,3.5,89.38509,,8.844377
-77.9435349,3.5,54.2125359,,8.615823
-89.83318,3.5,71.88021,,8.047913
-79.4346848,3.5,9.819893,,7.82809925
44.4454651,3.5,-61.99433,,8.576128
-54.6278152,3.5,56.3586845,,8.397621
96.37087,3.5,78.48163,,8.630697
-64.6115646,3.5,-33.586113,,7.18950939
25.65477,3.5,53.03778,,8.855398
61.90555,3.5,-35.23626,,7.97031736
70.47827,3.5,-92.67953,,9.618975
-60.0543137,3.5,-78.5090256,,8.339031
64.16644,3.5,26.1640015,,8.548745
-80.4157,3.5,99.54465,,9.638052
-56.39707,3.5,-2.85552979,,7.764986
81.63226,3.5,79.4926453,,7.14041853
99.70696,3.5,-95.9567642,,8.3283
25.9031219,3.5,11.82045,,8.946714
-54.4452133,3.5,82.81334,,7.148435
-96.05831,3.5,-60.0794449,,9.028519
18.4391632,3.5,-63.4772873,,9.013733
0.9204254,3.5,-54.24749,,7.07826757
18.690834,3.5,-25.24437,,7.32601452
-62.59606,3.5,-22.7572861,,7.347973
5.02436066,3.5,-13.5542831,,7.31808758
-64.8497543,3.5,-48.2672348,,9.489061
90.56971,3.5,92.17343,,8.981726
-79.2308,3.5,-47.64942,,9.36442
-19.3812485,3.5,90.2112,,9.16436
-44.64483,3.5,-6.835762,,8.006023
-68.01757,3.5,4.95492554,,9.497424
37.5160675,3.5,-19.7152328,,9.464471
40.46824,3.5,73.94626,,8.71919
-31.4166183,3.5,-40.6444778,,9.838078
-19.004982,3.5,5.64744568,,7.237053
-19.1581345,3.5,47.22416,,9.12366
