
X,Y,Z,,Scale
-96.65984,3.5,72.40584,,7.365406
36.37216,3.5,-74.31736,,9.442895
83.04033,3.5,65.9863739,,7.43609142
63.8704834,3.5,-18.91941,,7.93527842
12.1742477,3.5,-59.27442,,9.061607
60.16936,3.5,29.97673,,8.489068
90.53375,3.5,-19.2677155,,9.761474
-5.9691925,3.5,-55.2392044,,8.08733749
-11.6022491,3.5,54.07826,,7.287009
-79.85583,3.5,73.5080261,,9.287355
32.77487,3.5,30.9329147,,9.203307
-18.7385635,3.5,8.979942,,8.69651
2.63275146,3.5,81.30009,,7.2508316
72.7391052,3.5,83.93733,,7.50225544
45.5494843,3.5,6.61545563,,9.846061
69.34161,3.5,-30.9982071,,8.632042
80.56433,3.5,-81.6903458,,7.04260874
95.95447,3.5,74.18082,,8.264879
-42.28878,3.5,-44.6041946,,8.840294
-6.78165436,3.5,70.94707,,9.847967
-38.036232,3.5,-20.4791718,,8.318953
23.4144363,3.5,-40.39364,,8.74593449
17.7369766,3.5,56.6633644,,8.027128
-3.61558533,3.5,-79.44894,,9.930717
-69.12531,3.5,-97.15075,,9.381412
-49.35444,3.5,9.040741,,8.740028
25.7916412,3.5,-1.33150482,,7.16464329
-16.22129,3.5,-49.10636,,9.929761
94.42654,3.5,63.84253,,7.887651
43.1971741,3.5,34.1130142,,8.505003
84.36063,3.5,38.7302,,8.800932
-54.03489,3.5,31.90615,,7.52376461
-1.88267517,3.5,45.1520653,,8.777444
47.02268,3.5,-70.72495,,9.522275
-13.2542725,3.5,99.03228,,7.086053
-51.1681137,3.5,-25.67369,,8.364855
25.7791977,3.5,-74.3329849,,7.56341648
76.54791,3.5,-14.1698456,,9.509939
-67.66953,3.5,10.4898834,,8.762629
-55.81739,3.5,-13.9320984,,9.847176
-92.26217,3.5,55.4467163,,9.438247
-19.4679031,3.5,40.9473343,,7.631052
-35.9631271,3.5,-73.01078,,9.530312
-26.6446,3.5,-44.1184921,,9.790982
63.9102173,3.5,17.9822083,,8.540755
27.9543381,3.5,-29.2789688,,9.569985
-22.37902,3.5,52.89263,,7.67202425
89.65891,3.5,-68.08868,,8.062399
8.67337,3.5,3.558998,,7.24934
-90.98475,3.5,-21.87886,,7.34098673
24.9311829,3.5,-94.24012,,9.536925
6.21274567,3.5,56.9962425,,7.92594671
36.1865234,3.5,50.1230927,,8.55927
71.58473,3.5,42.9592552,,7.000581
49.36693,3.5,94.09035,,7.82121134
34.42772,3.5,-59.5955734,,9.16299248
13.123642,3.5,83.37695,,7.13106346
-13.6900787,3.5,26.7358017,,7.78348637
75.72563,3.5,28.62252,,9.039472
-26.1531448,3.5,-9.669052,,7.197808
