
X,Y,Z,,Scale
53.12097,3.5,-80.61822,,7.28251743
-29.7886124,3.5,51.9399071,,9.246329
-24.2434769,3.5,23.2123184,,7.09664726
9.938942,3.5,62.3039665,,7.566875
-26.932457,3.5,-63.8394852,,8.46031952
-3.17778778,3.5,21.1567688,,7.85135555
51.25284,3.5,-14.31633,,8.653312
-95.6247,3.5,-15.406868,,7.233486
91.6548843,3.5,-21.33686,,7.93575954
73.72543,3.5,75.070694,,9.522266
66.30342,3.5,7.666519,,7.178785
-67.31783,3.5,-83.4645157,,7.46629858
9.126244,3.5,23.5415115,,8.05425
16.19503,3.5,45.4562569,,9.802416
-13.9169083,3.5,92.03436,,7.0628376
-93.8350143,3.5,46.26486,,7.09202671
36.5858765,3.5,-99.63477,,7.00599
91.89427,3.5,64.81018,,8.029924
40.21116,3.5,40.8143921,,9.939677
-19.1713638,3.5,-75.8757248,,9.97318
34.3163452,3.5,-27.2827988,,8.682669
78.32251,3.5,12.7640533,,8.296729
-9.969841,3.5,-85.26536,,9.362666
-81.5950851,3.5,55.51676,,9.441863
27.5182953,3.5,80.100174,,9.520108
-58.7228928,3.5,15.8318329,,7.07267
-49.279335,3.5,68.57797,,8.052732
52.4586,3.5,-45.7332077,,9.162344
-40.3193741,3.5,55.83126,,7.53229475
-21.9686813,3.5,-12.9172745,,8.119067
55.13246,3.5,-62.0764236,,8.908329
-84.12112,3.5,2.60654449,,7.994803
-22.04049,3.5,76.40297,,8.277651
68.25717,3.5,99.86851,,7.19697428
-42.7286758,3.5,14.3767014,,7.58632374
71.66774,3.5,44.6596069,,7.637264
-19.9156876,3.5,-40.0747,,9.515615
35.30063,3.5,5.317505,,7.98483849
13.1852036,3.5,-81.7822952,,9.139799
-63.88613,3.5,-95.35552,,9.345938
-98.7239456,3.5,-98.0073,,9.836126
83.24909,3.5,-68.02111,,9.523759
11.2224426,3.5,92.18404,,8.916522
2.09631348,3.5,-8.02275848,,8.141725
92.6455154,3.5,-57.87995,,9.013411
71.04599,3.5,-19.7755966,,8.913309
57.89795,3.5,78.02828,,7.201785
-13.303215,3.5,31.406044,,9.699928
-37.47251,3.5,36.993782,,8.916807
-3.08972931,3.5,62.8013573,,9.977959
-45.97999,3.5,-2.868576,,7.112128
-35.761116,3.5,-13.4066238,,8.821913
-94.20002,3.5,-58.1145554,,9.071195
-91.4443741,3.5,-80.53933,,9.013927
-73.95898,3.5,-7.994484,,7.364761
74.70737,3.5,55.5843773,,7.97838259
21.3706818,3.5,-23.55777,,8.008156
63.30953,3.5,-53.1485672,,7.2776165
5.69771576,3.5,-44.38746,,9.915293
65.28049,3.5,-82.75579,,7.04531765
-9.749016,3.5,-41.5165329,,9.43295
87.8242,3.5,-37.0790176,,9.310332
99.6070557,3.5,-3.01481628,,8.852251
-99.61747,3.5,77.01416,,7.65222263
11.2938843,3.5,-67.75614,,8.127437
-10.0115433,3.5,-96.10273,,7.07084274
-66.82412,3.5,-53.6303177,,7.948388
-78.47816,3.5,96.955574,,7.54912043
88.31244,3.5,28.1497421,,9.444884
-31.3620834,3.5,-26.2446747,,7.94529963
99.41826,3.5,24.92627,,9.932148
43.37056,3.5,65.4631348,,9.750326
23.6792221,3.5,29.4429474,,9.912519
-52.4727859,3.5,-39.766243,,9.977764
6.90731049,3.5,78.9551,,8.53108
89.90178,3.5,98.55649,,8.281876
-91.59115,3.5,-29.4675369,,9.610678
30.6200714,3.5,-44.1671524,,7.581492
-17.0343552,3.5,-23.6049347,,7.03039551
55.9477577,3.5,-30.7030563,,8.371278
28.8402252,3.5,64.3469849,,8.350513
-11.0844879,3.5,-2.16251373,,9.463441
-79.5247,3.5,84.52167,,9.249382
0.0599060059,3.5,-91.81736,,8.732288
-32.5104446,3.5,-90.2618,,8.398568
99.22125,3.5,-88.48792,,7.58673429
-67.27154,3.5,64.31674,,8.355612
-54.5286636,3.5,-75.5886,,8.950645
-37.76705,3.5,87.2837,,9.298347
63.62178,3.5,61.947506,,9.144663
-74.1330643,3.5,-30.07769,,9.583143
99.03451,3.5,-38.9216843,,7.564307
38.5855865,3.5,-58.4870377,,9.043461
85.23518,3.5,-9.343704,,9.403571
80.4434052,3.5,-95.13003,,8.862812
45.4536133,3.5,-2.015419,,8.437648
70.65256,3.5,-4.83219147,,8.246266
39.0590973,3.5,25.0942612,,8.621315
95.9728,3.5,75.8302,,8.169483
13.6795883,3.5,-1.62355042,,8.378404
27.1874161,3.5,18.9088364,,7.01545858
-27.0832443,3.5,5.09792328,,8.567436
44.5184174,3.5,85.06351,,8.279331
-69.32082,3.5,33.9286041,,8.279429
-3.8447876,3.5,-52.3584671,,9.389374
39.80455,3.5,-86.35801,,8.545057
-97.45156,3.5,95.02348,,9.277984
-67.766655,3.5,90.5848541,,7.470051
25.6176453,3.5,-85.9241257,,7.637516
-16.4251938,3.5,58.9251442,,9.794996
-43.0129166,3.5,-52.80857,,7.437271
-91.74847,3.5,-46.1826248,,7.773804
48.72723,3.5,55.28118,,9.180729
-32.23002,3.5,76.3154,,7.19789028
20.7952652,3.5,-35.5876236,,9.667194
-92.93827,3.5,56.6301231,,9.773662
-57.9600449,3.5,-14.0367889,,9.544086
-47.1501541,3.5,-91.6777,,9.339796
70.07275,3.5,-33.9202652,,9.79591751
85.63229,3.5,50.51264,,7.83384848
31.4647675,3.5,52.0394554,,8.35784149
-40.9354019,3.5,-72.71722,,9.358978
4.28272247,3.5,46.0809555,,8.791678
-82.68159,3.5,-21.0555954,,7.251555
64.51718,3.5,88.79297,,7.743493
-14.8071136,3.5,9.636986,,9.668971
69.31827,3.5,-68.70579,,7.97020674
11.1550522,3.5,-94.23629,,9.84707
-36.4839554,3.5,-39.4973068,,7.644019
99.04341,3.5,51.9226952,,9.089264
-52.10592,3.5,-26.7960587,,8.892881
-2.81110382,3.5,-28.7152176,,8.230377
-73.00674,3.5,-73.31814,,7.50826931
76.09468,3.5,-55.00335,,8.863885
