
X,Y,Z,,Scale
79.92058,3.5,-60.5764542,,8.790009
38.82846,3.5,-27.40203,,7.28049231
54.3137321,3.5,86.7743,,8.229879
-39.14953,3.5,89.6833649,,9.406329
55.4746857,3.5,-7.298317,,8.799902
-5.865013,3.5,-15.1404953,,7.700121
62.4315948,3.5,-78.1850357,,9.927538
-57.2186966,3.5,-50.0181046,,8.371674
60.8528633,3.5,46.89101,,8.465704
-7.403961,3.5,-55.9761429,,7.67962742
75.7983856,3.5,-35.4124374,,9.899095
-97.79171,3.5,48.0888824,,8.59387
5.00406647,3.5,50.6613464,,8.50087
70.73094,3.5,1.47498322,,8.074587
98.08658,3.5,-61.25054,,7.04689837
44.75715,3.5,15.0974808,,8.767998
49.4783173,3.5,62.46783,,8.919188
89.54913,3.5,30.5953674,,7.98202324
29.7547379,3.5,41.6894836,,8.766043
14.4428635,3.5,42.80188,,9.422018
76.30667,3.5,-84.73347,,9.085629
-89.7419357,3.5,-2.13365173,,8.583323
63.19821,3.5,-42.74082,,9.724521
14.46241,3.5,93.68375,,7.222966
17.28405,3.5,-43.9614944,,8.409939
51.29957,3.5,31.20195,,9.389294
-97.67278,3.5,76.2630844,,9.56296349
74.94656,3.5,40.55812,,7.79868174
-59.87623,3.5,75.3315,,7.043718
-24.1383438,3.5,49.03187,,9.930316
-70.60345,3.5,-13.3927765,,7.09192
9.070984,3.5,-69.30132,,8.451965
-22.2973251,3.5,-36.6905441,,7.31505
-4.830818,3.5,88.9269943,,7.18540573
17.302124,3.5,7.62112427,,8.656896
-33.90238,3.5,2.847412,,8.789802
80.1424,3.5,85.16383,,8.552292
60.41975,3.5,-90.56486,,8.2645
-40.5828323,3.5,66.36684,,8.320196
-59.551384,3.5,85.54254,,7.06292439
49.43361,3.5,98.11401,,7.677513
-60.67713,3.5,33.78129,,9.937009
-66.3129654,3.5,44.7628174,,8.650739
2.8069458,3.5,22.1157837,,7.119253
39.00923,3.5,52.9620628,,9.089783
-69.4610062,3.5,-54.3476639,,9.194705
-91.82072,3.5,-85.98481,,8.254267
-20.1990433,3.5,4.140152,,7.2636857
-91.1938248,3.5,-45.1376877,,7.222669
-1.50085449,3.5,-32.61132,,8.226976
-84.4726944,3.5,-98.71372,,7.162141
86.00557,3.5,-13.5205231,,8.954565
24.3122711,3.5,-55.5121536,,8.339682
-5.663719,3.5,60.72134,,8.66358948
-95.03832,3.5,-20.619606,,7.256441
-48.2865372,3.5,-18.0934067,,9.129654
-4.59993,3.5,38.1000175,,7.25752258
-28.95388,3.5,67.47575,,9.049974
-32.8563766,3.5,-93.58784,,8.523525
-68.96659,3.5,55.1078453,,7.12988234
65.22301,3.5,-22.2250671,,8.276039
37.1518555,3.5,84.91698,,9.606947
-86.09838,3.5,42.34666,,9.211381
