
X,Y,Z,,Scale
25.655838,3.5,95.74017,,8.645088
7.14987946,3.5,-24.2735519,,8.256849
-55.50892,3.5,2.01348114,,8.771537
61.0414238,3.5,-47.5628738,,9.704185
-62.0629044,3.5,71.47906,,9.288214
1.60850525,3.5,77.9829254,,9.498345
-36.22477,3.5,-64.36373,,9.471412
80.9758148,3.5,41.7358551,,8.29636
9.628784,3.5,-57.33828,,7.710461
78.2993546,3.5,-57.63932,,7.164605
69.0716248,3.5,-36.4773636,,9.004904
84.4374847,3.5,-86.32813,,7.495442
-36.69822,3.5,94.64128,,7.134448
79.39183,3.5,-41.3230667,,7.87877369
12.1797256,3.5,-90.57725,,7.7355895
60.5919151,3.5,-84.09264,,7.429117
-27.9607315,3.5,-78.5394058,,9.370769
-92.3456345,3.5,-20.2644272,,8.101019
-43.9012375,3.5,-6.16177368,,9.599443
54.70705,3.5,35.02645,,8.46071
-80.3216,3.5,-65.71653,,7.3827734
98.23681,3.5,-49.0406265,,7.6041317
-33.7343979,3.5,56.9311829,,8.784147
50.4149437,3.5,75.14262,,8.463417
-76.96798,3.5,-94.17773,,9.092664
60.23507,3.5,-61.6092453,,9.731344
-80.43441,3.5,-81.26684,,7.38705635
-69.62623,3.5,-70.52714,,7.039812
-56.1957779,3.5,35.1028061,,8.587358
19.7817688,3.5,13.1838379,,8.501137
-39.3901,3.5,32.4122849,,9.391248
-3.1925354,3.5,-22.2798,,9.33229
5.174431,3.5,10.0715179,,8.895213
15.4322052,3.5,-38.9362564,,8.527636
41.209053,3.5,42.2259445,,8.768852
46.8506775,3.5,-47.68328,,7.501898
97.70026,3.5,-82.50785,,9.540144
-72.7645,3.5,-40.20614,,8.206326
-6.703354,3.5,91.9148254,,9.745875
-30.6407089,3.5,-0.435318,,7.68476248
71.53955,3.5,25.9490128,,7.21408
-38.8401871,3.5,-85.9358444,,8.752639
-88.31866,3.5,52.28402,,7.423322
36.97696,3.5,-3.31493378,,7.46255875
24.8914566,3.5,-94.0248,,8.43219
30.96334,3.5,-26.9129257,,9.22567749
85.38966,3.5,-98.03513,,8.285819
