
X,Y,Z,,Scale
11.2971878,3.5,55.6407852,,8.411317
57.535717,3.5,-27.81858,,7.65454769
92.587616,3.5,11.1618576,,7.621957
54.0652237,3.5,77.61521,,8.312143
79.6087,3.5,99.47862,,7.10199547
81.6854248,3.5,21.7441864,,8.340643
-91.56422,3.5,-7.58175659,,7.446191
-43.2591171,3.5,-23.9732437,,7.56123161
22.6143723,3.5,-14.2419052,,7.265146
-76.66238,3.5,-6.13495636,,9.071269
-84.295845,3.5,-77.20028,,7.98149967
-23.569313,3.5,-23.4360123,,8.684412
37.7436371,3.5,-27.28762,,9.484123
1.33930969,3.5,-58.2183456,,9.230765
45.81485,3.5,-36.4283524,,7.55452967
7.637253,3.5,17.386734,,7.65543
-40.66349,3.5,-13.158905,,8.02259
43.6102829,3.5,0.236618042,,8.483257
-56.9366226,3.5,-48.2260971,,8.48105
24.679245,3.5,-43.1701431,,8.166708
95.797,3.5,-10.0267868,,7.705336
84.2877655,3.5,-21.2855453,,7.264325
-92.70104,3.5,21.221,,7.53585863
-55.0252,3.5,-92.24091,,7.5472517
30.9471817,3.5,-2.04336548,,9.428035
-70.49369,3.5,20.466217,,7.09330654
-60.56292,3.5,-14.0153351,,8.425581
15.5381622,3.5,85.26074,,8.685132
-53.50585,3.5,57.5863342,,9.289829
-97.8949356,3.5,50.53036,,7.01296139
47.948,3.5,-20.1911545,,8.794243
-28.274971,3.5,76.67206,,7.141157
-74.06295,3.5,-78.70548,,8.204416
-40.7638168,3.5,-89.433754,,9.219475
-8.794609,3.5,48.51131,,7.4594574
2.48352051,3.5,-37.0757675,,8.718506
18.4626465,3.5,-0.9285126,,7.322185
21.3433151,3.5,29.878418,,9.575828
47.03624,3.5,-89.55311,,7.014045
-30.9472885,3.5,-70.956,,7.15805435
-52.0450821,3.5,87.69976,,8.031868
36.0593567,3.5,45.395462,,7.56019974
-1.518219,3.5,-90.52439,,7.27693653
42.7964935,3.5,73.8369751,,8.474507
84.98767,3.5,55.1781845,,7.136221
1.04347992,3.5,96.26787,,7.007004
67.7644653,3.5,69.34773,,8.700634
-21.41822,3.5,63.6141968,,8.76282
-47.82688,3.5,-73.98075,,7.407215
-16.4322433,3.5,-72.96473,,7.84188032
0.9937973,3.5,-9.935913,,7.992956
-11.5886078,3.5,-47.2537,,7.13343048
47.6390572,3.5,37.6476974,,8.74743
99.74509,3.5,63.54599,,8.352298
95.69207,3.5,-87.52003,,9.086234
-64.82346,3.5,45.9988251,,7.476255
-12.9468307,3.5,3.28377533,,8.945227
85.46178,3.5,71.46701,,9.872687
-56.7475357,3.5,35.5324936,,7.69205427
-53.1856155,3.5,24.8620758,,8.721632
45.0087738,3.5,-54.5131,,7.045043
-63.5459366,3.5,-29.1347885,,9.399523
