
X,Y,Z,,Scale
-93.77447,3.5,23.8173065,,8.486675
-78.94373,3.5,-68.48786,,7.30794048
-64.85285,3.5,-52.99485,,7.99027348
-59.47213,3.5,49.3590965,,8.084722
93.342514,3.5,48.4125824,,8.818067
11.4705429,3.5,34.7943954,,9.957457
47.9416351,3.5,-84.15702,,8.584592
-83.27096,3.5,-31.7027054,,9.132319
-28.58213,3.5,53.1088524,,9.316044
-52.53106,3.5,-63.0229721,,9.04484749
-17.1359177,3.5,45.2626457,,7.61358356
9.404648,3.5,-32.216713,,8.13413048
20.737,3.5,42.9898453,,9.60905552
68.1975555,3.5,-89.4479752,,9.518895
42.587326,3.5,-99.3197556,,7.86169434
60.6717834,3.5,-19.8728714,,7.350269
-74.52236,3.5,97.64824,,9.407096
21.823143,3.5,-97.6605759,,9.982522
67.83498,3.5,-8.143578,,7.96088743
21.1919022,3.5,21.4169388,,7.593308
41.04454,3.5,-1.845398,,8.690239
56.46815,3.5,-97.43319,,7.353193
-70.40795,3.5,-36.7813339,,7.93012857
81.4115,3.5,86.8336945,,7.2690115
-91.31931,3.5,-89.89997,,7.95405769
-4.36449432,3.5,-17.131485,,9.284148
88.2992,3.5,-89.4362259,,7.55884457
92.69559,3.5,90.78491,,8.78075
89.77217,3.5,59.7587,,9.653607
99.3423157,3.5,10.72522,,7.41497135
35.9570465,3.5,33.8822556,,9.408058
-14.8290787,3.5,-34.4261551,,7.61636829
-18.86573,3.5,-71.12437,,9.271089
-32.9986343,3.5,21.9651031,,8.989412
-22.327919,3.5,-13.7445679,,8.205917
-48.3264236,3.5,-39.9070969,,7.803036
75.6203,3.5,-18.0704269,,8.395568
8.771202,3.5,-16.18956,,7.662969
-59.5025558,3.5,-86.33407,,8.190592
65.83412,3.5,37.10501,,7.39264441
-59.6804428,3.5,4.563942,,8.781881
-7.603981,3.5,21.2186966,,8.412003
-64.32076,3.5,86.61839,,8.100873
-25.4736557,3.5,8.538284,,7.07998466
-37.3201981,3.5,-2.4265976,,7.7063036
96.37401,3.5,-68.15296,,8.750623
-74.5322342,3.5,64.59338,,8.00825
0.98249054,3.5,75.40788,,9.442638
-95.1587143,3.5,-40.79928,,7.82641029
-73.03521,3.5,-23.6378326,,7.511155
25.1903076,3.5,-75.1714249,,7.53593254
63.4313354,3.5,73.95081,,8.951013
74.90794,3.5,18.0839844,,9.481594
-94.00762,3.5,74.65631,,9.475185
-83.42167,3.5,31.6227646,,9.061338
36.9795074,3.5,61.11523,,8.188467
-36.654808,3.5,-15.3731766,,7.01403
25.4610519,3.5,76.7122955,,7.06819868
98.5499,3.5,-35.58599,,8.602871
-46.424675,3.5,80.07967,,7.72633743
63.7307167,3.5,91.90585,,9.176025
-41.4340744,3.5,-26.15828,,8.255306
3.465355,3.5,56.8003845,,8.274588
53.0326843,3.5,-1.50538635,,9.756558
40.65204,3.5,-58.8561172,,7.411541
10.8751907,3.5,-72.8597,,9.44014
-69.4237,3.5,-78.3106,,7.889108
