
X,Y,Z,,Scale
-10.468689,3.5,-75.4117355,,9.920085
-34.97814,3.5,-57.337532,,7.52450848
63.683033,3.5,38.7779922,,7.43162251
-40.18508,3.5,80.88405,,7.897948
30.9890976,3.5,74.95681,,9.223506
95.69037,3.5,-12.4682312,,7.90485573
-6.77526855,3.5,-28.01136,,7.637029
40.83362,3.5,-84.79725,,9.66516
-45.3382339,3.5,9.385757,,8.900108
49.9165764,3.5,-17.1450577,,7.2071023
-2.556244,3.5,-90.07223,,8.964649
-4.807556,3.5,-46.62092,,9.295885
-64.53739,3.5,23.2327957,,8.701825
-28.09008,3.5,82.10987,,9.560783
33.2985153,3.5,22.1392212,,7.27349472
-98.95103,3.5,-73.9252853,,8.012377
72.43262,3.5,-81.9777145,,8.865248
25.9410172,3.5,-72.43606,,8.018124
-10.1462021,3.5,-9.475815,,7.080306
-18.65464,3.5,96.88041,,9.704574
65.5362854,3.5,-71.31933,,7.42389345
96.445015,3.5,1.37129974,,8.678154
-94.26664,3.5,1.16911316,,7.19998
34.32846,3.5,-20.1735229,,7.5847187
46.7775269,3.5,11.64473,,8.755675
-15.1047821,3.5,-54.467186,,7.133321
37.4010544,3.5,37.85857,,8.96315
-98.59261,3.5,39.2123642,,9.6039
40.6563721,3.5,-4.60932159,,9.444461
-27.2747116,3.5,40.4037132,,7.92471361
2.57481384,3.5,26.3900452,,8.494736
-37.2788162,3.5,-35.9635849,,7.84346
-78.58608,3.5,-97.9686356,,9.292704
88.40879,3.5,17.6149216,,7.093192
11.0241852,3.5,41.7056961,,9.442906
47.5276947,3.5,88.6079254,,8.574648
-19.2974319,3.5,-17.6323547,,8.675413
76.85048,3.5,85.82132,,8.536674
81.58641,3.5,96.40014,,8.200529
48.3742027,3.5,44.7386475,,8.502915
20.1795273,3.5,14.1869354,,9.898642
-72.26931,3.5,-2.81934357,,9.718859
-73.72105,3.5,-12.8701859,,8.584751
-88.349205,3.5,-26.7704849,,8.898502
-40.70556,3.5,42.2798042,,7.11993456
62.4684067,3.5,51.2759666,,8.088472
-63.1328964,3.5,-71.06336,,8.66753
27.7563782,3.5,92.01665,,9.169408
-29.6383286,3.5,-79.66004,,9.371627
71.3111,3.5,64.1910248,,7.32177067
61.9751244,3.5,7.60923,,7.60424566
-60.2888565,3.5,0.2580185,,9.502929
-69.84736,3.5,-59.883934,,7.370224
80.67827,3.5,-39.75152,,9.978668
-78.45666,3.5,38.1514,,8.564297
-1.4823761,3.5,3.67186737,,7.249931
88.96548,3.5,-87.88477,,8.635357
15.1230927,3.5,29.9283218,,9.016054
-22.6685257,3.5,-63.75756,,7.217728
-47.71911,3.5,20.202652,,7.512783
-65.35752,3.5,78.8732758,,8.701269
69.80572,3.5,-33.86686,,8.777982
71.9519348,3.5,-11.9947052,,7.67474651
9.19136,3.5,68.78998,,8.631704
-72.6419,3.5,63.266964,,9.23097
-88.81785,3.5,87.66191,,9.653922
74.23845,3.5,-95.06362,,9.493883
10.6713181,3.5,-86.01148,,9.852523
-63.4995346,3.5,-23.8259048,,7.31063843
52.29092,3.5,74.34296,,7.3400197
-99.8816,3.5,98.5053558,,9.335459
57.13732,3.5,26.5203629,,7.43633461
-67.71671,3.5,-47.8588943,,9.387197
-26.7289963,3.5,69.133255,,7.257179
-19.515358,3.5,-40.7340775,,8.723942
-36.48754,3.5,28.732338,,8.784956
99.63408,3.5,-70.34687,,9.794644
-29.2114182,3.5,6.50029755,,7.45939159
65.8281555,3.5,77.5032959,,9.71884
6.91226959,3.5,-73.87272,,8.906634
12.5874939,3.5,-31.5934525,,8.396356
-6.48845673,3.5,44.9224167,,8.222725
53.1079521,3.5,-34.3117,,8.99088
85.01601,3.5,-25.0787888,,9.10597
-8.891754,3.5,62.00587,,9.75937
-43.8102646,3.5,96.90912,,8.724261
-38.38131,3.5,-13.16761,,7.801862
-95.3805,3.5,68.90378,,8.44212
-92.7618,3.5,-48.627037,,7.460646
-33.6432571,3.5,52.4761124,,8.674003
19.4880524,3.5,73.80524,,8.989843
80.1798859,3.5,-50.8308029,,9.473869
23.5279465,3.5,-14.216362,,9.30776
-77.10624,3.5,25.5397949,,8.818447
-99.78312,3.5,53.0209923,,8.03661251
44.21251,3.5,-69.25114,,7.53962
-43.6760025,3.5,-74.0676956,,8.100134
-51.5946274,3.5,36.99324,,9.125886
45.217392,3.5,21.8561935,,7.635723
88.16052,3.5,57.7497444,,9.205514
7.32282257,3.5,87.69175,,8.743412
-62.38494,3.5,-99.73913,,9.387772
-20.29911,3.5,57.401844,,9.316224
25.1334381,3.5,-38.7129745,,7.908001
-90.34684,3.5,20.7069931,,7.25086546
98.02361,3.5,47.9027443,,7.303746
-58.8641434,3.5,13.3026276,,7.29219866
-49.88967,3.5,-97.0146255,,8.0250845
-97.44581,3.5,-13.4403152,,9.803322
10.7995453,3.5,-54.5138931,,9.41301
-25.35888,3.5,28.19358,,7.274126
27.7076416,3.5,-90.45318,,7.9796176
12.7368317,3.5,56.2653465,,7.887113
33.20854,3.5,-60.6629868,,7.73907566
-84.25153,3.5,-3.38825226,,9.97578049
66.5056,3.5,-57.1150742,,8.522341
-44.0914078,3.5,56.7137,,9.81386
-16.7801514,3.5,46.5930443,,9.201532
-18.2455826,3.5,-90.35943,,9.6769495
85.57187,3.5,-7.685013,,9.160827
9.290421,3.5,-20.8449249,,7.553727
74.23964,3.5,50.8088722,,8.990875
-72.82032,3.5,89.02931,,7.97171164
-76.3023758,3.5,14.9325256,,9.850754
8.434952,3.5,-1.96118164,,7.78982449
-56.9057236,3.5,59.67135,,7.964335
83.03439,3.5,34.8609848,,9.012865
40.13829,3.5,-39.8689957,,7.4471736
-67.98463,3.5,-36.9289322,,7.324712
93.95608,3.5,88.66606,,8.431509
-12.2637787,3.5,79.62024,,8.079163
43.202858,3.5,-53.59707,,7.14668226
-84.94488,3.5,-57.6534653,,9.085094
