
89.23876,3.5,205.4094,,8.96363449
69.40964,3.5,108.196182,,7.82317543
-90.29661,3.5,25.9881287,,6.530409
-79.46761,3.5,63.96112,,6.58334541
-22.584465,3.5,77.87401,,6.50569153
-65.02674,3.5,35.5980072,,6.100868
-55.51516,3.5,149.515778,,8.2742815
-75.02166,3.5,146.247757,,8.269573
-65.757576,3.5,75.30167,,8.553347
-53.88598,3.5,197.959366,,8.122281
48.9934959,3.5,93.86635,,8.762964
1.35158539,3.5,145.165985,,8.490673
-29.3836746,3.5,178.147614,,9.185816
58.53486,3.5,146.2034,,9.248987
-75.32032,3.5,163.235764,,9.821161
-16.15664,3.5,101.016975,,6.0645
22.0365372,3.5,54.5723267,,8.161046
-25.53846,3.5,192.0405,,9.443518
-25.1610031,3.5,46.5599174,,9.653505
-87.12885,3.5,124.144806,,6.20039368
97.43302,3.5,76.38977,,9.24068451
-28.5404434,3.5,14.7976532,,8.246777
-89.42391,3.5,167.881332,,7.615879
-76.00022,3.5,100.754021,,9.065538
50.79839,3.5,44.0512047,,6.59612656
-73.46348,3.5,192.397751,,9.060591
63.7444458,3.5,34.24803,,9.315701
82.47927,3.5,132.399292,,6.69710732
74.3328552,3.5,57.0399132,,8.737383
38.95707,3.5,97.94123,,9.786037
-58.25509,3.5,102.949821,,9.273455
68.39264,3.5,79.81081,,8.994774
-1.940979,3.5,99.6829758,,7.483943
-82.0659561,3.5,16.20179,,9.946266
42.7448578,3.5,183.632126,,8.266564
17.6776047,3.5,180.2783,,7.56210136
-54.54502,3.5,87.06347,,6.285696
3.30767059,3.5,130.6514,,8.56763649
10.0940323,3.5,113.040726,,7.479781
46.9194145,3.5,138.399826,,9.381449
25.9562988,3.5,124.851036,,6.62749958
-42.1744461,3.5,70.25812,,9.968475
57.5404167,3.5,108.92009,,7.95863533
45.1206665,3.5,54.5395966,,7.75286865
-99.8665848,3.5,45.44185,,7.613452
-90.1283,3.5,143.84903,,6.08670139
19.0553055,3.5,32.0593262,,9.327047
-51.94213,3.5,127.87941,,6.79511452
-51.12725,3.5,35.1774521,,8.825241
91.94476,3.5,108.34446,,8.595427
85.96167,3.5,91.64259,,8.857181
91.53049,3.5,186.385712,,9.263824
-91.33141,3.5,76.90367,,6.185487
-56.642952,3.5,138.179474,,9.360193
-0.504318237,3.5,42.0869751,,9.618039
-55.83703,3.5,60.37338,,8.384213
19.69677,3.5,140.463913,,9.161912
-0.414260864,3.5,74.49959,,8.928692
25.5535812,3.5,205.823547,,7.171258
-59.75483,3.5,117.579193,,8.595569
-1.19830322,3.5,181.867279,,7.260193
-54.9475479,3.5,167.370209,,7.628001
-43.96775,3.5,113.4364,,6.03454971
13.837204,3.5,124.104591,,6.10586166
24.049675,3.5,67.7603455,,8.15123749
-17.7258377,3.5,25.9921036,,8.065102
97.94152,3.5,138.565033,,7.432276
67.46466,3.5,13.403389,,6.87021065
38.903595,3.5,83.39621,,6.944785
29.2204132,3.5,12.0425644,,6.16731071
71.93884,3.5,148.9555,,7.610466
-6.49217224,3.5,161.642059,,7.44359875
-53.7864151,3.5,21.63871,,6.992241
4.53702545,3.5,62.7710571,,9.867939
84.02557,3.5,149.39473,,9.600717
-94.8250961,3.5,111.80806,,7.646141
24.7852249,3.5,94.06488,,9.661287
31.9670868,3.5,138.209229,,6.111414
51.7173,3.5,32.4698029,,6.68042
-3.11487579,3.5,15.7687912,,7.406622
80.70186,3.5,26.7005,,7.3350544
-1.81387329,3.5,197.865479,,7.36585331
-61.3623734,3.5,187.001038,,9.963356
-76.4779,3.5,39.0269127,,9.165403
-68.87591,3.5,64.98741,,8.269916
83.86684,3.5,167.1261,,6.064558
27.9903183,3.5,190.915161,,7.270938
80.25281,3.5,42.6318,,9.944847
69.75107,3.5,130.0048,,9.117773
94.58364,3.5,38.13864,,8.892357
-23.7868729,3.5,157.917145,,6.307152
-36.062233,3.5,167.667877,,7.684407
-8.717361,3.5,59.6033134,,6.952099
38.7242737,3.5,116.638252,,7.437791
-72.948494,3.5,128.196014,,7.18703938
-40.3958664,3.5,98.4147,,9.277464
94.6293259,3.5,157.727371,,8.096531
39.8855438,3.5,32.58741,,8.336925
87.96713,3.5,121.637451,,6.51006031
55.4663429,3.5,207.433121,,9.212934
55.5058,3.5,125.958061,,8.595048
10.6266632,3.5,88.51969,,7.00107765
90.4926,3.5,55.7709465,,7.06341
-53.7114334,3.5,72.66304,,7.35223961
-38.0162277,3.5,87.53807,,7.87972832
64.4961853,3.5,169.512726,,8.76545
26.6088028,3.5,112.394272,,6.987791
13.9290695,3.5,11.9324036,,6.36310768
36.3568573,3.5,171.060913,,7.188552
43.0913,3.5,16.8116455,,6.83047962
-40.4115677,3.5,131.538666,,9.341568
17.2770157,3.5,190.805054,,9.282713
65.83188,3.5,183.763458,,7.65580559
75.42667,3.5,196.649323,,6.35049629
3.85765076,3.5,171.7909,,9.951761
-99.32801,3.5,128.159042,,7.16960049
-60.912178,3.5,46.8055534,,8.146988
71.49553,3.5,91.03019,,8.698869
18.0256958,3.5,155.895355,,6.69683456
49.381012,3.5,71.7529,,9.026843
-11.5492477,3.5,86.2485352,,9.471142
-91.03759,3.5,63.3125267,,6.347782
-30.8291245,3.5,119.471542,,9.629086
-35.966423,3.5,60.447094,,7.042754
-18.4754257,3.5,14.7442017,,6.77466
-36.4596634,3.5,32.884964,,9.359033
94.27643,3.5,25.6720123,,6.261265
39.9724731,3.5,157.361755,,8.849813
-43.24224,3.5,45.2689,,6.76911259
95.4726257,3.5,169.852051,,9.084383
-21.04908,3.5,113.02211,,7.38686466
-67.23768,3.5,14.98394,,7.39783859
-82.83817,3.5,87.35399,,7.26372337
-63.8800125,3.5,206.091049,,8.805219
-87.56927,3.5,41.67144,,6.875293
12.2289047,3.5,100.50885,,9.824465
-18.56588,3.5,127.310669,,8.186719
-34.0264359,3.5,153.752213,,9.11749649
63.2027435,3.5,57.98848,,9.39932251
54.4584732,3.5,10.9255142,,7.435439
68.20416,3.5,208.65802,,7.36148262
47.5621223,3.5,171.059845,,7.65821648
-40.079216,3.5,207.562439,,9.92234
99.52719,3.5,92.176,,8.48461151
-76.00471,3.5,208.55368,,7.63466263
